SchoolRecordID,SeedCode,SchUID,SchoolName,SchoolMapLabel,SchoolType,CentreType,Denomination,LAName,LACode,AddressLine1,AddressLine2,AddressLine3,PostCode,PostCode_clean,Postcode_area,Postcode_district,Latitude,Longitude,GridRefEasting,GridRefNorthing,PupilRoll,FTETeacher,PropPupilsMinorityEthnic,PropPupils20PCMostDeprived,DZSIMDPercentile,DZSIMDMostDep15Pct,DZSIMDMostDep16_25Pct,DZSIMDMostDep25Pct,AddrUR8,AddrUR6,AddrUR8Desc,AddrUR6Desc,DZUR8,DZUR6,DZUR8Desc,DZUR6Desc,DataZone,UPRN,Email,Phone,Website,Notes,HasCoordinates
259,5128234,5128234S,Portree High School,Portree High School (Highland),Secondary,Local Authority,Non-denominational,Highland,S12000017,Viewfield Road,Portree,ISLE OF SKYE,IV51 9ET,IV51 9ET,IV,IV51,57.4127611,-6.2035905,147660,843632,494,46.4,0 - <5%,0%,35,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,S01010680,130106860,portree.high@highland.gov.uk,01478 614810,http://www.portreehigh.highland.sch.uk,,True
260,5556139,5556139S,Preston Lodge High School,Preston Lodge High School (East Lothian),Secondary,Local Authority,Non-denominational,East Lothian,S12000010,Park View,Prestonpans,EAST LOTHIAN,EH32 9QJ,EH32 9QJ,EH,EH32,55.9586308,-2.9709228,339479,674383,1060,84.5,0 - <5%,5 - <10%,65,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01008208,138009227,admin@prestonlodge.elcschool.org.uk,01875 811170,https://www.edubuzz.org/prestonlodge/,,True
261,8236836,8236836S,Prestwick Academy,Prestwick Academy (South Ayrshire),Secondary,Local Authority,Non-denominational,South Ayrshire,S12000028,15 Newdykes Road,Prestwick,,KA9 2LB,KA9 2LB,KA,KA9,55.5028592,-4.6040483,235625,626313,1186,86.4,0 - <5%,5 - <10%,64,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01012524,141040027,prestwick.mail@south-ayrshire.gov.uk,01292 477121,http://www.prestwick.sayr.sch.uk/,,True
262,5446236,5446236S,Queen Anne High School,Queen Anne High School (Fife),Secondary,Local Authority,Non-denominational,Fife,S12000047,Pilmuir Street,Broomhead,DUNFERMLINE,KY12 0PQ,KY12 0PQ,KY,KY12,56.0817105,-3.4643619,308963,688623,1843,129.2,0 - <5%,10 - <15%,92,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01009297,320229083,queenannehs.enquiries@fife.gov.uk,01383 502404,http://www.qahs.org.uk/,,True
263,8236232,8236232S,Queen Margaret Academy,Queen Margaret Academy (South Ayrshire),Secondary,Local Authority,Roman Catholic,South Ayrshire,S12000028,33A Dalmellington Road,Ayr,,KA7 3TL,KA7 3TL,KA,KA7,55.4420196,-4.6041079,235367,619544,681,66.2,5 - <10%,30 - <35%,16,N,Y,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01012463,141031299,qma.mail@south-ayrshire.gov.uk,01292 612020,http://www.queenmargaret.sayr.sch.uk/,,True
264,5518334,5518334S,Queensferry Community High School,Queensferry Community High School (City of Edinburgh),Secondary,Local Authority,Non-denominational,City of Edinburgh,S12000036,80 Station Road,South Queensferry,EDINBURGH,EH30 9JX,EH30 9JX,EH,EH30,55.9859322,-3.3850179,313687,677862,1129,82.1,5 - <10%,*,88,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01009003,906321994,admin@queensferry.edin.sch.uk,0131 319 3200,http://www.queensferry.edin.sch.uk/,,True
265,8630534,8630534S,Renfrew High School,Renfrew High School (Renfrewshire),Secondary,Local Authority,Non-denominational,Renfrewshire,S12000038,Haining Road,,RENFREW,PA4 0AN,PA4 0AN,PA,PA4,55.87142,-4.3853468,250846,666823,829,65.7,5 - <10%,15 - <20%,48,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01012180,123096131,renfrewhighenquiries@renfrewshire.gov.uk,0300 300 1414,http://www.renfrewhigh.renfrewshire.sch.uk/,,True
266,1005014,1005014S,Robert Burns Academy,Robert Burns Academy (East Ayrshire),Secondary,Local Authority,Non-denominational,East Ayrshire,S12000008,The Barony Campus,Auchinleck Road,CUMNOCK,KA18 1FQ,KA18 1FQ,KA,KA18,55.4560278,-4.2768521,256116,620376,1734,131.5,0 - <5%,40 - <45%,92,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,S01007919,127074085,peter.gilchrist@eastayrshire.org.uk,01290 427280,https://blogs.glowscotland.org.uk/ea/therobertburnsacademy,UPRN is a Parent UPRN in SAD 2024 Q1.,True
267,1005944,1005944S,Rosehill High School,Rosehill High School (East Lothian),Secondary,Local Authority,Non-denominational,East Lothian,S12000010,Wallyford Learning Campus,Masons Way,WALLYFORD,EH21 8BF,EH21 8BF,EH,EH21,55.939944,-3.0049928,337321,672333,315,32.9,*,5 - <10%,76,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,2,2,Other Urban Areas,Other Urban Areas,S01008218,138070416,admin@rosehill.elcschool.org.uk,tbc,https://www.edubuzz.org/rosehillhigh/,,True
268,5556236,5556236S,Ross High School,Ross High School (East Lothian),Secondary,Local Authority,Non-denominational,East Lothian,S12000010,Well Wynd,Tranent,EAST LOTHIAN,EH33 2EQ,EH33 2EQ,EH,EH33,55.9421543,-2.954548,340476,672535,1229,96.8,*,5 - <10%,17,N,Y,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01008226,138019234,ross.hs@ross.elcschool.org.uk,01875 610433,http://www.edubuzz.org/rosshigh/,,True
269,8436339,8436339S,Rosshall Academy,Rosshall Academy (Glasgow City),Secondary,Local Authority,Non-denominational,Glasgow City,S12000049,131 Crookston Road,,GLASGOW,G52 3PD,G52 3PD,G,G52,55.84214,-4.3630363,252131,663518,1242,100.3,10 - <20%,50 - <55%,36,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01009820,906700381702,headteacher@rosshallacademy.glasgow.sch.uk,0141 582 0200,http://www.rosshallacademy.glasgow.sch.uk/,,True
270,8130434,8130434S,Rothesay Academy,Rothesay Academy (Argyll and Bute),Secondary,Local Authority,Non-denominational,Argyll and Bute,S12000035,Rothesay Joint Campus,Townhead,ROTHESAY,PA20 9JH,PA20 9JH,PA,PA20,55.8253855,-5.0588147,208494,663361,277,28.9,0 - <5%,30 - <35%,28,N,N,N,5,4,Very Remote Small Towns,Remote Small Towns,5,4,Very Remote Small Towns,Remote Small Towns,S01007348,125056195,enquiries@rothesayacademy.argyll-bute.sch.uk,01700 503227,http://www.rothesayacademy.argyll-bute.sch.uk/,UPRN is a Parent UPRN in SAD 2024 Q1.,True
271,6003230,6003230S,Sanday Community School,Sanday Community School (Orkney Islands),Secondary,Local Authority,Non-denominational,Orkney Islands,S12000023,Sanday,Orkney,,KW17 2AY,KW17 2AY,KW,KW17,59.2510998,-2.5871546,366612,1040653,25,5.7,*,0%,36,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,S01011831,134010801,admin.sanday@glow.orkneyschools.org.uk,01857 600228,http://sandayschool.weebly.com/,,True
272,6103839,6103839S,Sandwick Junior High School,Sandwick Junior High School (Shetland Islands),Secondary,Local Authority,Non-denominational,Shetland Islands,S12000027,Sandwick,Shetland,,ZE2 9HH,ZE2 9HH,ZE,ZE2,59.9968065,-1.2426574,442348,1123791,82,14.6,*,0%,68,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,S01012389,30100005633,sandwick@shetland.gov.uk,01595 745320,https://blogs.glowscotland.org.uk/sh/sjhs/,,True
273,5939631,5939631S,Sanquhar Academy,Sanquhar Academy (Dumfries and Galloway),Secondary,Local Authority,Non-denominational,Dumfries and Galloway,S12000006,Broomfield,Sanquhar,,DG4 6JN,DG4 6JN,DG,DG4,55.3722274,-3.9313174,277705,610391,218,23.8,*,50 - <55%,61,N,N,N,7,6,Remote Rural Areas,Remote Rural Areas,7,6,Remote Rural Areas,Remote Rural Areas,S01007555,137076143,gw08officesanquharac@ea.dumgal.sch.uk,01659 50208,https://en-gb.facebook.com/SanquharAcademy/,,True
274,5619831,5619831S,Selkirk High School,Selkirk High School (Scottish Borders),Secondary,Local Authority,Non-denominational,Scottish Borders,S12000026,Hillside Terrace,Selkirk,,TD7 4EW,TD7 4EW,TD,TD7,55.5491054,-2.8339029,347485,628694,423,36.6,0 - <5%,10 - <15%,79,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,S01012382,116012918,selkirkhs@scotborders.gov.uk,01750 720246,http://www.selkirkhighschool.org.uk/,,True
275,6233430,6233430S,Sgoil Lionacleit,Sgoil Lionacleit (Na h-Eileanan an Iar),Secondary,Local Authority,Non-denominational,Na h-Eileanan an Iar,S12000013,Liniclate,Benbecula,,HS7 5PJ,HS7 5PJ,HS,HS7,57.424934,-7.3647543,78113,849898,263,30.0,*,0%,52,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,S01009019,139014191,sgoillionacleit@gnes.net,01870 602211/603690,http://www.sgoillionacleit.org.uk/,,True
276,8436932,8436932S,Shawlands Academy,Shawlands Academy (Glasgow City),Secondary,Local Authority,Non-denominational,Glasgow City,S12000049,31 Moss-side Road,,GLASGOW,G41 3TR,G41 3TR,G,G41,55.8310309,-4.2836373,257061,662115,1462,110.0,>20%,20 - <25%,37,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01009919,906700275763,headteacher@shawlandsacademy.glasgow.sch.uk,0141 582 0210,http://www.shawlandsacademy.glasgow.sch.uk/,,True
277,1006096,1006096S,Sinclair Academy,Sinclair Academy (West Lothian),Secondary,Local Authority,Roman Catholic,West Lothian,S12000040,2 Linlithgow Road,,WINCHBURGH,EH52 6FY,EH52 6FY,EH,EH52,55.9625522,-3.4780362,307828,675380,79,6.8,>20%,*,77,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,6,5,Accessible Rural Areas,Accessible Rural Areas,S01013455,135051864,wlsinclair-ac@westlothian.org.uk,01506  280550,,,True
278,6204139,6204139S,Sir E Scott School,Sir E Scott School (Na h-Eileanan an Iar),Secondary,Local Authority,Non-denominational,Na h-Eileanan an Iar,S12000013,Tarbert,Isle of Harris,WESTERN ISLES,HS3 3BG,HS3 3BG,HS,HS3,57.8998374,-6.8113891,115045,900199,100,16.9,0%,0%,54,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,S01009024,139023574,sirescottschool@gnes.net,01859 502900,https://blogs.glowscotland.org.uk/es/sess/,,True
279,8437130,8437130S,Smithycroft Secondary School,Smithycroft Secondary School (Glasgow City),Secondary,Local Authority,Non-denominational,Glasgow City,S12000049,282 Smithycroft Road,,GLASGOW,G33 2QU,G33 2QU,G,G33,55.8712399,-4.1837117,263460,666387,881,67.7,10 - <20%,65 - <70%,32,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01010174,906700107335,headteacher@smithycroft-sec.glasgow.sch.uk,0141 582 0220,http://www.smithycroft-sec.glasgow.sch.uk/,,True
280,1006045,1006045S,South Ayrshire Council Virtual School,South Ayrshire Council Virtual School (South Ayrshire),Secondary,Local Authority,Non-denominational,South Ayrshire,S12000028,County Buildings,Wellington Square,AYR,KA7 1DR,KA7 1DR,KA,KA7,55.4613044,-4.6392904,233224,621774,0,0.0,0,0,40,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01012482,141011862,gavin.pitt@south-ayrshire.gov.uk,01292 612319,south-ayrshire.gov.uk,"Pupil roll, FTE teachers, proportion of pupils minority ethnic, and proportion of puplis 20% most deprived is recorded as zero as this school is not included in the School Level Summary Statistics.",True
281,5208939,5208939S,Speyside High School,Speyside High School (Moray),Secondary,Local Authority,Non-denominational,Moray,S12000020,Mary Avenue,Aberlour,MORAY,AB38 9QU,AB38 9QU,AB,AB38,57.4707948,-3.2190558,326981,842938,395,36.5,0 - <5%,0%,75,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,S01011052,133002296,admin.speysidehigh@moray-edunet.gov.uk,01340 871522,http://www.moray.gov.uk/moray_schools/page_727.html,,True
282,8431639,8431639S,Springburn Academy,Springburn Academy (Glasgow City),Secondary,Local Authority,Non-denominational,Glasgow City,S12000049,151 Edgefauld Road,,GLASGOW,G21 4JL,G21 4JL,G,G21,55.8859024,-4.2275821,260768,668106,848,70.8,>20%,85 - <90%,2,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01010212,906700381034,headteacher@springburnacademy.glasgow.sch.uk,0141 582 0230,http://www.springburnacademy.glasgow.sch.uk,,True
283,8517436,8517436S,St Aidan's High School,St Aidan's High School (North Lanarkshire),Secondary,Local Authority,Roman Catholic,North Lanarkshire,S12000050,Waverley Drive,Wishaw,,ML2 7EW,ML2 7EW,ML,ML2,55.7800205,-3.9176551,279824,655743,915,63.4,5 - <10%,35 - <40%,39,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01011406,118092735,ht@st-aidanshigh.n-lanark.sch.uk,01698 352555,http://www.st-aidanshigh.n-lanark.sch.uk/,,True
284,8506736,8506736S,St Ambrose High School,St Ambrose High School (North Lanarkshire),Secondary,Local Authority,Roman Catholic,North Lanarkshire,S12000050,65 Townhead Road,Coatbridge,,ML5 2HT,ML5 2HT,ML,ML5,55.8685033,-4.053223,271614,665832,1464,99.9,5 - <10%,25 - <30%,64,N,N,N,2,2,Other Urban Areas,Other Urban Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,S01011695,118184291,ht@st-ambrose.n-lanark.sch.uk,01236 794896,http://www.st-ambrose.n-lanark.sch.uk/,,True
285,8629439,8629439S,St Andrew's Academy,St Andrew's Academy (Renfrewshire),Secondary,Local Authority,Roman Catholic,Renfrewshire,S12000038,Barrhead Road,,PAISLEY,PA2 7LG,PA2 7LG,PA,PA2,55.8307875,-4.3921201,250266,662317,1480,103.8,10 - <20%,40 - <45%,83,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01012117,123037813,standrewsacademyenquiries@renfrewshire.gov.uk,0300 300 1440,http://www.st-andrews.renfrewshire.sch.uk/,,True
286,8520038,8520038S,St Andrew's and St Bride's High School,St Andrew's and St Bride's High School (South Lanarkshire),Secondary,Local Authority,Roman Catholic,South Lanarkshire,S12000029,Platthorn Drive,East Kilbride,,G74 1NL,G74 1NL,G,G74,55.7620773,-4.1666219,264149,654207,1694,120.3,10 - <20%,0 - <5%,65,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01012928,484155365,office@st-a-and-st-b.s-lanark.sch.uk,01355 574110,http://www.st-a-and-st-b.s-lanark.sch.uk/,,True
287,8500037,8500037S,St Andrew's High School,St Andrew's High School (North Lanarkshire),Secondary,Local Authority,Roman Catholic,North Lanarkshire,S12000050,9 Old Monkland Road,Coatbridge,,ML5 5EA,ML5 5EA,ML,ML5,55.8473919,-4.0319273,272878,663444,1292,92.6,0 - <5%,40 - <45%,19,N,Y,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01011567,118169817,ht@st-andrewshigh.n-lanark.sch.uk,01236 757657,http://www.st-andrewshigh.n-lanark.sch.uk,,True
288,5407230,5407230S,St Andrew's R C High School,St Andrew's R C High School (Fife),Secondary,Local Authority,Roman Catholic,Fife,S12000047,Overton Road,Kirkcaldy,,KY1 3JL,KY1 3JL,KY,KY1,56.1327013,-3.1484926,328715,693926,867,68.1,10 - <20%,30 - <35%,16,N,Y,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01009532,320181813,st-andrewshs.enquiries@fife.gov.uk,01592 583407,http://www.fife-education.org.uk/st-andrewshs/,,True
289,8437238,8437238S,St Andrew's Secondary School,St Andrew's Secondary School (Glasgow City),Secondary,Local Authority,Roman Catholic,Glasgow City,S12000049,47 Torphin Crescent,,GLASGOW,G32 6QE,G32 6QE,G,G32,55.8608409,-4.1690334,264342,665201,1899,125.6,10 - <20%,70 - <75%,11,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01010159,906700226691,headteacher@st-andrews-sec.glasgow.sch.uk,0141 582 0240,http://www.st-andrews-sec.glasgow.sch.uk/,,True
290,5534038,5534038S,St Augustine's High School,St Augustine's High School (City of Edinburgh),Secondary,Local Authority,Roman Catholic,City of Edinburgh,S12000036,208 Broomhouse Road,Edinburgh,,EH12 9AD,EH12 9AD,EH,EH12,55.9324071,-3.2921883,319367,671793,948,77.8,>20%,45 - <50%,68,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01008985,906467652,admin@st-augustines.edin.sch.uk,0131 334 6801,http://www.st-augustines.edin.sch.uk/,,True
291,8620032,8620032S,St Benedict's High School,St Benedict's High School (Renfrewshire),Secondary,Local Authority,Roman Catholic,Renfrewshire,S12000038,Bridge of Weir Road,,LINWOOD,PA5 8EX,PA5 8EX,PA,PA5,55.8452114,-4.5121972,242805,664188,725,61.1,5 - <10%,30 - <35%,85,N,N,N,1,1,Large Urban Areas,Large Urban Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,S01012030,123094915,stbenedictshighenquiries@renfrewshire.gov.uk,0300 300 1441,http://www.st-benedictshigh.renfrewshire.sch.uk/,,True
292,8645434,8645434S,St Columba's High School,St Columba's High School (Inverclyde),Secondary,Local Authority,Roman Catholic,Inverclyde,S12000018,Fletcher Avenue,Gourock,,PA19 1TN,PA19 1TN,PA,PA19,55.9540766,-4.8215391,223936,677046,661,52.1,0 - <5%,35 - <40%,65,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01010839,119001208,INStColumbas@glowscotland.onmicrosoft.com,01475 715250,http://st-columbashigh.inverclyde.sch.uk/,,True
293,5446538,5446538S,St Columba's R C High School,St Columba's R C High School (Fife),Secondary,Local Authority,Roman Catholic,Fife,S12000047,Woodmill Road,Dunfermline,,KY11 4UN,KY11 4UN,KY,KY11,56.0702008,-3.4189626,311762,687283,856,71.1,5 - <10%,30 - <35%,14,Y,N,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01009338,320188037,stcolumbasrchs.enquiries@fife.gov.uk,01383 602405,http://www.fifedirect.org.uk/StColumbasRCHS,,True
294,5546230,5546230S,St David's RC High School,St David's RC High School (Midlothian),Secondary,Local Authority,Roman Catholic,Midlothian,S12000019,1 Cousland Road,Dalkeith,,EH22 2PS,EH22 2PS,EH,EH22,55.9003916,-3.0451634,334746,667969,750,67.8,10 - <20%,15 - <20%,38,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01011006,120037126,st-davids.hs@midlothian.gov.uk,0131 654 4702,https://www.stdavidshighschool.co.uk/,,True
295,8524939,8524939S,St John Ogilvie High School,St John Ogilvie High School (South Lanarkshire),Secondary,Local Authority,Roman Catholic,South Lanarkshire,S12000029,Farm Road,Burnbank,HAMILTON,ML3 9LA,ML3 9LA,ML,ML3,55.7797306,-4.0780762,269763,656001,1122,81.5,5 - <10%,35 - <40%,32,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01012774,484158667,office@johnogilvie.s-lanark.sch.uk,01698 727600,http://www.johnogilvie.s-lanark.sch.uk/,,True
296,5350239,5350239S,St John's RC Academy,St John's RC Academy (Perth and Kinross),Secondary,Local Authority,Roman Catholic,Perth and Kinross,S12000048,North Inch Community Campus,Gowans Terrace,PERTH,PH1 5BF,PH1 5BF,PH,PH1,56.4102307,-3.4379284,311371,725150,641,55.6,*,20 - <25%,73,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01011934,124092369,St-JohnsAcademy@pkc.gov.uk,01738 454300,http://www.st-johnsacademy.org.uk/,,True
297,5330831,5330831S,St John's RC High School,St John's RC High School (Dundee City),Secondary,Local Authority,Roman Catholic,Dundee City,S12000042,Harefield Road,Dundee,,DD3 6EY,DD3 6EY,DD,DD3,56.4753771,-2.996286,338727,731919,1279,90.6,10 - <20%,50 - <55%,27,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01007833,9059066687,stjohnsrchighschool@dundeeschools.scot,01382 307060,http://stjohnshigh.ea.dundeecity.sch.uk/,,True
298,8224633,8224633S,St Joseph's Academy,St Joseph's Academy (East Ayrshire),Secondary,Local Authority,Roman Catholic,East Ayrshire,S12000008,Grassyards Road,Kilmarnock,,KA3 7SL,KA3 7SL,KA,KA3,55.6161969,-4.4827828,243733,638642,651,49.6,5 - <10%,35 - <40%,48,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01007984,127067104,joseph.kane@eastayrshire.org.uk,01563 527197/526144,https://blogs.glowscotland.org.uk/ea/stjosephsacademy/,,True
299,5941032,5941032S,St Joseph's College,St Joseph's College (Dumfries and Galloway),Secondary,Local Authority,Roman Catholic,Dumfries and Galloway,S12000006,Craigs Road,Dumfries,,DG1 4UU,DG1 4UU,DG,DG1,55.0632368,-3.6004353,297883,575477,961,64.2,10 - <20%,5 - <10%,24,N,Y,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01007609,137035725,gw08officest2@ea.dumgal.sch.uk,01387 252893,https://www.stjosephscollege.co.uk/,,True
300,5509939,5509939S,St Kentigern's Academy,St Kentigern's Academy (West Lothian),Secondary,Local Authority,Roman Catholic,West Lothian,S12000040,West Main Street,Blackburn,WEST LOTHIAN,EH47 7LX,EH47 7LX,EH,EH47,55.8713516,-3.6351012,297784,665452,1174,89.0,5 - <10%,25 - <30%,5,Y,N,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01013359,200004134681,wlstkentigerns-ac@westlothian.org.uk,01506 656404,http://www.stkentigernsacademy.westlothian.org.uk,,True
301,8626138,8626138S,St Luke's High School,St Luke's High School (East Renfrewshire),Secondary,Local Authority,Roman Catholic,East Renfrewshire,S12000011,25 Springfield Road,Barrhead,GLASGOW,G78 2SG,G78 2SG,G,G78,55.789885,-4.3858719,250501,657753,675,64.8,10 - <20%,20 - <25%,72,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,1,1,Large Urban Areas,Large Urban Areas,S01008318,131033613,headteacher@st-lukes.e-renfrew.sch.uk,0141 577 2400,http://www.ea.e-renfrew.sch.uk/stlukes/,,True
302,5246431,5246431S,St Machar Academy,St Machar Academy (Aberdeen City),Secondary,Local Authority,Non-denominational,Aberdeen City,S12000033,St Machar Drive,Aberdeen,,AB24 3YZ,AB24 3YZ,AB,AB24,57.1660442,-2.1112019,393374,808362,1031,73.6,>20%,20 - <25%,36,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01006662,9051074104,stmacharacademy@aberdeencity.gov.uk,01224 492855,http://www.st-macharacademy.aberdeen.sch.uk/,,True
303,8438331,8438331S,St Margaret Mary's Secondary School,St Margaret Mary's Secondary School (Glasgow City),Secondary,Local Authority,Roman Catholic,Glasgow City,S12000049,9 Birgidale Road,,GLASGOW,G45 9NJ,G45 9NJ,G,G45,55.8029649,-4.2376175,259842,658898,409,38.1,10 - <20%,80 - <85%,1,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01009977,906700384302,headteacher@st-margaretmarys-sec.glasgow.sch.uk,0141 582 0250,http://www.st-margaretmarys-sec.glasgow.sch.uk,,True
304,5512530,5512530S,St Margaret's Academy,St Margaret's Academy (West Lothian),Secondary,Local Authority,Roman Catholic,West Lothian,S12000040,Howden South Road,Howden,LIVINGSTON,EH54 6AT,EH54 6AT,EH,EH54,55.8887512,-3.5228183,304852,667228,1106,78.0,>20%,15 - <20%,48,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01013309,200004098365,wlstmargarets-ac@westlothian.org.uk,01506 497104,http://www.stmargaretsacademy.westlothian.org.uk,,True
305,8505934,8505934S,St Margaret's High School,St Margaret's High School (North Lanarkshire),Secondary,Local Authority,Roman Catholic,North Lanarkshire,S12000050,Waverley Drive,Airdrie,,ML6 6EU,ML6 6EU,ML,ML6,55.8706518,-3.9688407,276901,665918,1128,86.9,0 - <5%,40 - <45%,6,Y,N,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01011668,118139527,ht@stmargarets.n-lanak.sch.uk,01236 794888,http://www.stmargaretshigh.org.uk/,,True
306,8210039,8210039S,St Matthew's Academy,St Matthew's Academy (North Ayrshire),Secondary,Local Authority,Roman Catholic,North Ayrshire,S12000021,Jack's Road,,SALTCOATS,KA21 5NT,KA21 5NT,KA,KA21,55.6431532,-4.7883122,224617,642372,1303,96.1,0 - <5%,45 - <50%,63,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01011258,126068279,stmatthews@ea.n-ayrshire.sch.uk,01294 606680,http://saintmatthewsacademy.com,,True
307,8358931,8358931S,St Maurice's High School,St Maurice's High School (North Lanarkshire),Secondary,Local Authority,Roman Catholic,North Lanarkshire,S12000050,Westfield,Cumbernauld,,G68 9AG,G68 9AG,G,G68,55.9420209,-4.0320956,273177,673974,953,65.5,0 - <5%,15 - <20%,90,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01011727,118019853,ht@st-maurices.n-lanark.sch.uk,01236 794845,http://www.st-maurices.n-lanark.sch.uk,,True
308,5726336,5726336S,St Modan's High School,St Modan's High School (Stirling),Secondary,Local Authority,Roman Catholic,Stirling,S12000030,Royal Stuart Way,,STIRLING,FK7 7WS,FK7 7WS,FK,FK7,56.1200367,-3.906507,281567,693560,1005,84.2,*,25 - <30%,28,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01013066,122062503,stmodanshs@stirling.gov.uk,01786 470962,http://stmodans.co.uk/,,True
309,8438439,8438439S,St Mungo's Academy,St Mungo's Academy (Glasgow City),Secondary,Local Authority,Roman Catholic,Glasgow City,S12000049,235 Crownpoint Road,,GLASGOW,G40 2RA,G40 2RA,G,G40,55.8540426,-4.2206131,261090,664547,1015,77.2,>20%,80 - <85%,2,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01010055,906700358482,headteacher@st-mungosacademy.glasgow.sch.uk,0141 582 0260,http://www.st-mungosacademy.glasgow.sch.uk,,True
